epoch,acc,loss,val_acc,val_loss
116,0.9743044,0.060694553,0.976341426,0.020013554
117,0.97601825,0.056531866,0.978152752,0.082147203
118,0.9775415,0.053154804,0.978590906,0.027006591
119,0.97779274,0.052311263,0.978384376,0.053495768
120,0.97871166,0.050294788,0.97920239,0.048092138
121,0.9793922,0.048906083,0.980256975,0.046678066
122,0.9801378,0.046999732,0.979627669,0.049433485
123,0.98027873,0.046617396,0.981661201,0.063911051
124,0.9816509,0.043414842,0.982372761,0.039770484
125,0.9816983,0.043411365,0.981917322,0.011488129
126,0.98165447,0.043358487,0.981200635,0.047030021
127,0.98197925,0.042722258,0.982569396,0.058399629
128,0.9826191,0.041086289,0.983200669,0.034978256
129,0.98287517,0.040565819,0.983404875,0.054811213
130,0.9830463,0.040155163,0.983273745,0.02493155
131,0.98209953,0.042138596,0.981339931,0.028938843
132,0.9813156,0.044100466,0.980765581,0.064155675
133,0.98141146,0.0440549,0.980364382,0.046699572
134,0.9812357,0.044504308,0.981538296,0.031323422
135,0.9812664,0.044062398,0.982961535,0.047041267
136,0.98263013,0.041014916,0.984188974,0.042781871
137,0.9835896,0.038718999,0.983931601,0.060988203
138,0.9835207,0.038981444,0.983990967,0.013766874
139,0.9828603,0.040651339,0.982092202,0.064905725
140,0.98319775,0.039917726,0.984323621,0.028626896
141,0.9840628,0.037983198,0.985096216,0.011481735
142,0.9843689,0.036950126,0.985170603,0.039569527
143,0.98453766,0.036662311,0.985426664,0.043731067
144,0.984322,0.037188477,0.984451592,0.038022693
145,0.98378426,0.038374333,0.984348238,0.021399222
146,0.9835224,0.038827517,0.983442903,0.049833637
147,0.98278177,0.040601005,0.981271982,0.045528602
148,0.98347765,0.039055084,0.984699309,0.014223312
149,0.9835682,0.039002119,0.98509407,0.018744038
150,0.98513436,0.035193464,0.985674858,0.043609709
151,0.985896,0.033545438,0.986470163,0.0390657
152,0.98635143,0.032368936,0.986675441,0.008030836
153,0.985951,0.033229173,0.986532211,0.024090441
154,0.98544616,0.034553662,0.98594898,0.041465405
155,0.9849353,0.035894696,0.982416689,0.034886818
156,0.9827725,0.040723321,0.982359707,0.030811876
157,0.9829057,0.04070494,0.9836092,0.049633443
158,0.9824796,0.041436317,0.984122038,0.032170698
159,0.9843277,0.037000554,0.985756218,0.013622365
160,0.98444223,0.036660436,0.98580569,0.036300063
161,0.98468375,0.036223315,0.984751701,0.042669695
162,0.9858534,0.033578611,0.986260176,0.050131436
163,0.98527485,0.035238393,0.985093713,0.041071948
164,0.9860713,0.033223763,0.987227678,0.060295966
165,0.9872756,0.030235584,0.98782593,0.029327305
166,0.9875598,0.029665327,0.987802505,0.028600847
167,0.98711413,0.030587799,0.986646533,0.023014689
168,0.9864151,0.032060924,0.986653447,0.012671494
169,0.98652506,0.032050465,0.98742646,0.029542265
170,0.9874162,0.029911305,0.988268852,0.034257885
171,0.9884665,0.027557626,0.98869282,0.028081616
172,0.9888272,0.026735556,0.988345206,0.032715082
173,0.98807096,0.02872714,0.985869169,0.055891979
174,0.9870405,0.030733206,0.986097932,0.055510521
175,0.98585176,0.033737491,0.984888077,0.019416921
176,0.9816501,0.044854556,0.979244769,0.052080959
177,0.9735958,0.065004972,0.946533382,0.118273832
178,0.9576377,0.106091729,0.967543542,0.034325544
179,0.9699586,0.073277201,0.973237932,0.040389985
180,0.97382754,0.063694121,0.978513718,0.081715457
181,0.9806354,0.046159574,0.983819366,0.025875432
182,0.984181,0.037528195,0.986127138,0.018298004
183,0.9864216,0.032329509,0.987750351,0.010640479
184,0.9876286,0.029472163,0.988366783,0.0220426
185,0.9875997,0.029620864,0.987820625,0.030583406
186,0.98748934,0.030008532,0.988351464,0.036691781
187,0.9873375,0.030191811,0.986762702,0.041398313
188,0.9872277,0.030399057,0.988114715,0.020816665
189,0.9872959,0.030535753,0.987419307,0.023510948
190,0.98609364,0.032940535,0.986778378,0.018107591
191,0.98703164,0.030768875,0.987452269,0.035054762
192,0.98849887,0.027425013,0.98857969,0.032229025
193,0.9883993,0.027752652,0.987919092,0.032007944
194,0.9873332,0.029969047,0.987559736,0.032367352
195,0.9855248,0.034220019,0.983971059,0.018969236
196,0.9849014,0.035659812,0.98430562,0.03173681
197,0.98627806,0.032461673,0.988218188,0.046385929
198,0.9880823,0.028368539,0.989150703,0.031466696
199,0.9888546,0.026679656,0.98996979,0.012920983
200,0.98957807,0.024998037,0.990024626,0.019290291
201,0.9892451,0.02591978,0.988110363,0.015328643
202,0.9886085,0.027201297,0.988690615,0.038026884
203,0.98823774,0.028014434,0.987990499,0.034630489
204,0.98550946,0.03456689,0.986042976,0.019448405
205,0.98381025,0.038596804,0.986517966,0.025512012
206,0.9874224,0.030166274,0.988988936,0.036775928
207,0.98927236,0.025636567,0.990085542,0.023612179
208,0.98988414,0.024133939,0.98978442,0.016531622
209,0.98981017,0.024394403,0.989931762,0.025591617
210,0.98809826,0.028649704,0.983664036,0.014675076
211,0.98200625,0.043617822,0.982976556,0.040807184
212,0.9851063,0.035633885,0.98741281,0.028175229
213,0.9880875,0.028416603,0.989456058,0.029961465
214,0.98959523,0.024835744,0.990012825,0.030559873
215,0.98974293,0.024355951,0.989793718,0.023953006
216,0.9899165,0.024155823,0.990567803,0.031696748
217,0.9884451,0.027851086,0.987420559,0.045502152
218,0.9884128,0.02760096,0.988128364,0.01744532
219,0.988967,0.026211107,0.989549041,0.029581457
220,0.98900896,0.026445695,0.989729941,0.02813033
221,0.9893864,0.025395551,0.989966035,0.023175286
222,0.989603,0.024829458,0.989938259,0.022006651
223,0.9894203,0.025071482,0.99005115,0.024444908
224,0.98982674,0.024250792,0.990145743,0.020397322
225,0.99039173,0.02297092,0.990587592,0.023706198
226,0.9901421,0.023538522,0.98976779,0.017917337
227,0.9881313,0.028576788,0.987636507,0.016774848
228,0.98718596,0.030680435,0.98793751,0.013693583
229,0.9889204,0.02648214,0.989202857,0.020706909
230,0.9895568,0.025006483,0.990480781,0.028767109
231,0.9902787,0.023313627,0.990573943,0.018042838
232,0.9905528,0.022799844,0.990759492,0.032695092
233,0.9902276,0.023446223,0.990762115,0.014350385
234,0.99035907,0.023200296,0.991229951,0.005252271
235,0.9907113,0.022256071,0.990880013,0.023808738
236,0.99066913,0.022328021,0.991016924,0.016527964
237,0.98981977,0.02492231,0.988933802,0.045085501
238,0.98901176,0.026317457,0.989331067,0.038596492
239,0.9898935,0.024347429,0.990919471,0.032059368
240,0.9911535,0.021299606,0.991400838,0.025608659
241,0.990529,0.022705669,0.990542889,0.028541798
242,0.9894877,0.025235178,0.988577664,0.03554365
243,0.98977435,0.024598993,0.989950895,0.048192095
244,0.99002016,0.02396653,0.990782142,0.016921543
245,0.99061745,0.022488341,0.990680218,0.030743053
246,0.98996276,0.02406994,0.990314543,0.029927298
247,0.98976326,0.024530405,0.98824048,0.015692085
248,0.98673236,0.031817211,0.986605823,0.032822303
249,0.9873877,0.030290491,0.989157498,0.043754566
250,0.9880819,0.028563319,0.987376988,0.007098143
251,0.9892328,0.025822705,0.990139544,0.025033904
252,0.9900605,0.023806249,0.990969062,0.034110073
253,0.9895237,0.025026694,0.990132868,0.014838696
254,0.9895823,0.024922471,0.989878237,0.009528185
255,0.98991305,0.024149217,0.990222573,0.021380892
256,0.99089974,0.0218567,0.991477132,0.016208189
257,0.99037284,0.023107234,0.991000772,0.04120874
258,0.9901985,0.023637332,0.991140425,0.013183258
259,0.9910897,0.021435104,0.991580009,0.021052433
260,0.99144,0.020607126,0.992050767,0.015392806
261,0.99154246,0.020366424,0.991519392,0.008925505
262,0.99144554,0.020632583,0.991213202,0.017671596
263,0.9904057,0.022969791,0.990170062,0.017447786
264,0.9883794,0.028534954,0.985854506,0.032086402
265,0.9865183,0.032767058,0.988214195,0.031055458
266,0.9885085,0.027689104,0.989649177,0.033346385
267,0.9896622,0.025014419,0.990653276,0.026423665
268,0.9903039,0.023224213,0.991150081,0.004599158
269,0.99095947,0.021793054,0.990906894,0.030142061
270,0.99097806,0.021693142,0.991541326,0.027698459
271,0.9888339,0.02677027,0.989992559,0.034269933
272,0.989356,0.025533885,0.990953565,0.035873085
273,0.9912406,0.021180323,0.992087483,0.010837731
274,0.99115264,0.021353806,0.991209745,0.004863862
275,0.99125427,0.021141058,0.989028931,0.010152088
276,0.9891975,0.026608507,0.988721132,0.011993692
277,0.98957396,0.025063313,0.98967582,0.042691495
278,0.99083626,0.022132661,0.992451966,0.019398542
279,0.9922969,0.01871801,0.992457092,0.016026566
280,0.9925376,0.018120564,0.992707729,0.017606897
281,0.9924223,0.018369977,0.992885232,0.028474102
282,0.99206257,0.019332316,0.991692722,0.030056326
283,0.9917045,0.020136577,0.991806746,0.019769674
284,0.99179655,0.019961317,0.991811037,0.025119722
285,0.9918342,0.019695941,0.9926759,0.013377703
286,0.99208325,0.019164027,0.992138386,0.020536158
287,0.99138457,0.020716056,0.99155134,0.009846613
288,0.991185,0.021279569,0.991367102,0.016034586
289,0.99085206,0.022004639,0.991910815,0.017543182
290,0.9918273,0.019774082,0.992341518,0.023909772
291,0.9919739,0.019345043,0.992336452,0.020812752
292,0.9915917,0.0202708,0.991793811,0.018947478
293,0.9917225,0.020073932,0.992448032,0.026211416
294,0.9914276,0.020651678,0.991251647,0.025503887
295,0.9900331,0.02382807,0.99114728,0.024984047
296,0.99110603,0.021410366,0.991976917,0.018492648
297,0.9918993,0.019590061,0.992177725,0.008528181
298,0.9918805,0.019790424,0.990651965,0.021616088
299,0.9910384,0.021869064,0.99150902,0.016487723
